name_or_code,code,count,sample1
Monster Manual (2014) p. 115,MM,2,Monster Manual (2014) p. 115
"Monster Manual (2014) p. 243,",MM,2,"Monster Manual (2014) p. 243,"
"Monster Manual (2014) p. 277,",MM,2,"Monster Manual (2014) p. 277,"
"Monster Manual (2014) p. 173,",MM,2,"Monster Manual (2014) p. 173,"
"Monster Manual (2014) p. 234,",MM,2,"Monster Manual (2014) p. 234,"
"Monster Manual (2014) p. 60,",MM,2,"Monster Manual (2014) p. 60,"
"Monster Manual (2014) p. 186,",MM,2,"Monster Manual (2014) p. 186,"
"Monster Manual (2014) p. 76,",MM,2,"Monster Manual (2014) p. 76,"
"Monster Manual (2014) p. 285,",MM,2,"Monster Manual (2014) p. 285,"
"Monster Manual (2014) p. 170,",MM,2,"Monster Manual (2014) p. 170,"
"Monster Manual (2014) p. 195,",MM,2,"Monster Manual (2014) p. 195,"
"Monster Manual (2014) p. 200,",MM,2,"Monster Manual (2014) p. 200,"
"Monster Manual (2014) p. 205,",MM,2,"Monster Manual (2014) p. 205,"
"Monster Manual (2014) p. 216,",MM,2,"Monster Manual (2014) p. 216,"
"Monster Manual (2014) p. 222,",MM,2,"Monster Manual (2014) p. 222,"
"Monster Manual (2014) p. 273,",MM,2,"Monster Manual (2014) p. 273,"
"Monster Manual (2014) p. 232,",MM,2,"Monster Manual (2014) p. 232,"
"Monster Manual (2014) p. 230,",MM,2,"Monster Manual (2014) p. 230,"
"Monster Manual (2014) p. 348,",MM,2,"Monster Manual (2014) p. 348,"
"Monster Manual (2014) p. 314,",MM,2,"Monster Manual (2014) p. 314,"
"Monster Manual (2014) p. 246,",MM,2,"Monster Manual (2014) p. 246,"
"Monster Manual (2014) p. 247,",MM,2,"Monster Manual (2014) p. 247,"
"Monster Manual (2014) p. 226,",MM,2,"Monster Manual (2014) p. 226,"
"Monster Manual (2014) p. 279,",MM,2,"Monster Manual (2014) p. 279,"
"Monster Manual (2014) p. 256,",MM,2,"Monster Manual (2014) p. 256,"
"Monster Manual (2014) p. 258,",MM,2,"Monster Manual (2014) p. 258,"
"Monster Manual (2014) p. 264,",MM,2,"Monster Manual (2014) p. 264,"
"Monster Manual (2014) p. 349,",MM,2,"Monster Manual (2014) p. 349,"
"Monster Manual (2014) p. 64,",MM,2,"Monster Manual (2014) p. 64,"
"Monster Manual (2014) p. 118,",MM,2,"Monster Manual (2014) p. 118,"
"Monster Manual (2014) p. 217,",MM,2,"Monster Manual (2014) p. 217,"
"Monster Manual (2014) p. 156,",MM,2,"Monster Manual (2014) p. 156,"
"Monster Manual (2014) p. 298,",MM,2,"Monster Manual (2014) p. 298,"
"Monster Manual (2014) p. 209,",MM,2,"Monster Manual (2014) p. 209,"
"Monster Manual (2014) p. 341,",MM,2,"Monster Manual (2014) p. 341,"
Volo's Guide to Monsters p. 172,VGM,2,Volo's Guide to Monsters p. 172
"Volo's Guide to Monsters p. 210,",VGM,2,"Volo's Guide to Monsters p. 210,"
"Volo's Guide to Monsters p. 211,",VGM,2,"Volo's Guide to Monsters p. 211,"
"Volo's Guide to Monsters p. 128,",VGM,2,"Volo's Guide to Monsters p. 128,"
"Volo's Guide to Monsters p. 212,",VGM,2,"Volo's Guide to Monsters p. 212,"
Volo's Guide to Monsters p. 133,VGM,2,Volo's Guide to Monsters p. 133
Volo's Guide to Monsters p. 134,VGM,2,Volo's Guide to Monsters p. 134
"Volo's Guide to Monsters p. 214,",VGM,2,"Volo's Guide to Monsters p. 214,"
"Volo's Guide to Monsters p. 143,",VGM,2,"Volo's Guide to Monsters p. 143,"
Volo's Guide to Monsters p. 154,VGM,2,Volo's Guide to Monsters p. 154
"Volo's Guide to Monsters p. 157,",VGM,2,"Volo's Guide to Monsters p. 157,"
"Volo's Guide to Monsters p. 216,",VGM,2,"Volo's Guide to Monsters p. 216,"
"Volo's Guide to Monsters p. 217,",VGM,2,"Volo's Guide to Monsters p. 217,"
Volo's Guide to Monsters p. 180,VGM,2,Volo's Guide to Monsters p. 180
Volo's Guide to Monsters p. 183,VGM,2,Volo's Guide to Monsters p. 183
Volo's Guide to Monsters p. 184,VGM,2,Volo's Guide to Monsters p. 184
"Volo's Guide to Monsters p. 188,",VGM,2,"Volo's Guide to Monsters p. 188,"
"Volo's Guide to Monsters p. 197,",VGM,2,"Volo's Guide to Monsters p. 197,"
"Volo's Guide to Monsters p. 218,",VGM,2,"Volo's Guide to Monsters p. 218,"
"Volo's Guide to Monsters p. 220,",VGM,2,"Volo's Guide to Monsters p. 220,"
"Volo's Guide to Monsters p. 96,",VGM,2,"Volo's Guide to Monsters p. 96,"
Mordenkainen's Tome of Foes p. 212,MTF,2,Mordenkainen's Tome of Foes p. 212
"Mordenkainen's Tome of Foes p. 202,",MTF,2,"Mordenkainen's Tome of Foes p. 202,"
Mordenkainen's Tome of Foes p. 160,MTF,2,Mordenkainen's Tome of Foes p. 160
"Mordenkainen's Tome of Foes p. 129,",MTF,2,"Mordenkainen's Tome of Foes p. 129,"
Mordenkainen's Tome of Foes p. 184,MTF,2,Mordenkainen's Tome of Foes p. 184
"Mordenkainen's Tome of Foes p. 189,",MTF,2,"Mordenkainen's Tome of Foes p. 189,"
"Mordenkainen's Tome of Foes p. 194,",MTF,2,"Mordenkainen's Tome of Foes p. 194,"
"Mordenkainen's Tome of Foes p. 238,",MTF,2,"Mordenkainen's Tome of Foes p. 238,"
"Mordenkainen's Tome of Foes p. 203,",MTF,2,"Mordenkainen's Tome of Foes p. 203,"
Mordenkainen's Tome of Foes p. 126,MTF,2,Mordenkainen's Tome of Foes p. 126
Mordenkainen's Tome of Foes p. 220,MTF,2,Mordenkainen's Tome of Foes p. 220
Mordenkainen's Tome of Foes p. 221,MTF,2,Mordenkainen's Tome of Foes p. 221
Mordenkainen's Tome of Foes p. 196,MTF,2,Mordenkainen's Tome of Foes p. 196
Mordenkainen's Tome of Foes p. 234,MTF,2,Mordenkainen's Tome of Foes p. 234
"Mordenkainen's Tome of Foes p. 241,",MTF,2,"Mordenkainen's Tome of Foes p. 241,"
Mordenkainen's Tome of Foes p. 232,MTF,2,Mordenkainen's Tome of Foes p. 232
Mordenkainen's Tome of Foes p. 233,MTF,2,Mordenkainen's Tome of Foes p. 233
"Mordenkainen's Tome of Foes p. 242,",MTF,2,"Mordenkainen's Tome of Foes p. 242,"
Ghosts of Saltmarsh p. 232,GoS,2,Ghosts of Saltmarsh p. 232
"Ghosts of Saltmarsh p. 235,",GoS,2,"Ghosts of Saltmarsh p. 235,"
Ghosts of Saltmarsh p. 237,GoS,2,Ghosts of Saltmarsh p. 237
Ghosts of Saltmarsh p. 216,GoS,2,Ghosts of Saltmarsh p. 216
Ghosts of Saltmarsh p. 239,GoS,2,Ghosts of Saltmarsh p. 239
Ghosts of Saltmarsh p. 241,GoS,2,Ghosts of Saltmarsh p. 241
Ghosts of Saltmarsh p. 244,GoS,2,Ghosts of Saltmarsh p. 244
Ghosts of Saltmarsh p. 245,GoS,2,Ghosts of Saltmarsh p. 245
Ghosts of Saltmarsh p. 246,GoS,2,Ghosts of Saltmarsh p. 246
Ghosts of Saltmarsh p. 247,GoS,2,Ghosts of Saltmarsh p. 247
Ghosts of Saltmarsh p. 249,GoS,2,Ghosts of Saltmarsh p. 249
"Ghosts of Saltmarsh p. 250,",GoS,2,"Ghosts of Saltmarsh p. 250,"
Ghosts of Saltmarsh p. 252,GoS,2,Ghosts of Saltmarsh p. 252
Ghosts of Saltmarsh p. 256,GoS,2,Ghosts of Saltmarsh p. 256
Ghosts of Saltmarsh p. 190,GoS,2,Ghosts of Saltmarsh p. 190
Acquisitions Incorporated p. 205,AI,2,Acquisitions Incorporated p. 205
Acquisitions Incorporated p. 209,AI,2,Acquisitions Incorporated p. 209
Acquisitions Incorporated p. 206,AI,2,Acquisitions Incorporated p. 206
Baldur's Gate: Descent Into Avernus p. 30,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 30
Baldur's Gate: Descent Into Avernus p. 119,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 119
Baldur's Gate: Descent Into Avernus p. 83,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 83
Baldur's Gate: Descent Into Avernus p. 91,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 91
Baldur's Gate: Descent Into Avernus p. 236,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 236
Baldur's Gate: Descent Into Avernus p. 232,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 232
Baldur's Gate: Descent Into Avernus p. 23,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 23
"Baldur's Gate: Descent Into Avernus p. 241,",BG:DA,2,"Baldur's Gate: Descent Into Avernus p. 241,"
Baldur's Gate: Descent Into Avernus p. 219,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 219
Baldur's Gate: Descent Into Avernus p. 218,BG:DA,2,Baldur's Gate: Descent Into Avernus p. 218
Eberron: Rising from the Last War p. 317,ERLW,2,Eberron: Rising from the Last War p. 317
Eberron: Rising from the Last War p. 293,ERLW,2,Eberron: Rising from the Last War p. 293
Eberron: Rising from the Last War p. 299,ERLW,2,Eberron: Rising from the Last War p. 299
Eberron: Rising from the Last War p. 320,ERLW,2,Eberron: Rising from the Last War p. 320
Eberron: Rising from the Last War p. 311,ERLW,2,Eberron: Rising from the Last War p. 311
Eberron: Rising from the Last War p. 312,ERLW,2,Eberron: Rising from the Last War p. 312
Mythic Odysseys of Theros p. 235,MOT,2,Mythic Odysseys of Theros p. 235
Mythic Odysseys of Theros p. 227,MOT,2,Mythic Odysseys of Theros p. 227
Mythic Odysseys of Theros p. 211,MOT,2,Mythic Odysseys of Theros p. 211
Mythic Odysseys of Theros p. 222,MOT,2,Mythic Odysseys of Theros p. 222
Mythic Odysseys of Theros p. 231,MOT,2,Mythic Odysseys of Theros p. 231
Mythic Odysseys of Theros p. 229,MOT,2,Mythic Odysseys of Theros p. 229
Mythic Odysseys of Theros p. 240,MOT,2,Mythic Odysseys of Theros p. 240
Mythic Odysseys of Theros p. 241,MOT,2,Mythic Odysseys of Theros p. 241
Mythic Odysseys of Theros p. 215,MOT,2,Mythic Odysseys of Theros p. 215
Mythic Odysseys of Theros p. 214,MOT,2,Mythic Odysseys of Theros p. 214
Icewind Dale: Rime of the Frostmaiden p. 278,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 278
Icewind Dale: Rime of the Frostmaiden p. 107,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 107
Icewind Dale: Rime of the Frostmaiden p. 270,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 270
Icewind Dale: Rime of the Frostmaiden p. 301,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 301
Icewind Dale: Rime of the Frostmaiden p. 312,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 312
Icewind Dale: Rime of the Frostmaiden p. 303,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 303
Icewind Dale: Rime of the Frostmaiden p. 305,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 305
Icewind Dale: Rime of the Frostmaiden p. 244,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 244
Icewind Dale: Rime of the Frostmaiden p. 215,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 215
Icewind Dale: Rime of the Frostmaiden p. 295,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 295
Icewind Dale: Rime of the Frostmaiden p. 297,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 297
Icewind Dale: Rime of the Frostmaiden p. 299,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 299
Icewind Dale: Rime of the Frostmaiden p. 308,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 308
Icewind Dale: Rime of the Frostmaiden p. 309,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 309
Icewind Dale: Rime of the Frostmaiden p. 311,ID:RF,2,Icewind Dale: Rime of the Frostmaiden p. 311
Van Richten's Guide to Ravenloft p. 245,VRGR,2,Van Richten's Guide to Ravenloft p. 245
Van Richten's Guide to Ravenloft p. 235,VRGR,2,Van Richten's Guide to Ravenloft p. 235
Van Richten's Guide to Ravenloft p. 249,VRGR,2,Van Richten's Guide to Ravenloft p. 249
Van Richten's Guide to Ravenloft p. 247,VRGR,2,Van Richten's Guide to Ravenloft p. 247
Van Richten's Guide to Ravenloft p. 255,VRGR,2,Van Richten's Guide to Ravenloft p. 255
The Wild Beyond the Witchlight p. 135,WBW,2,The Wild Beyond the Witchlight p. 135
The Wild Beyond the Witchlight p. 232,WBW,2,The Wild Beyond the Witchlight p. 232
"Volo's Guide to Monsters p. 134,",VGM,2,"Volo's Guide to Monsters p. 134,"
The Wild Beyond the Witchlight p. 224,WBW,2,The Wild Beyond the Witchlight p. 224
The Wild Beyond the Witchlight p. 234,WBW,2,The Wild Beyond the Witchlight p. 234
The Wild Beyond the Witchlight p. 193,WBW,2,The Wild Beyond the Witchlight p. 193
The Wild Beyond the Witchlight p. 235,WBW,2,The Wild Beyond the Witchlight p. 235
Fizban's Treasury of Dragons p. 161,FTD,2,Fizban's Treasury of Dragons p. 161
Fizban's Treasury of Dragons p. 160,FTD,2,Fizban's Treasury of Dragons p. 160
Fizban's Treasury of Dragons p. 219,FTD,2,Fizban's Treasury of Dragons p. 219
Fizban's Treasury of Dragons p. 172,FTD,2,Fizban's Treasury of Dragons p. 172
Fizban's Treasury of Dragons p. 175,FTD,2,Fizban's Treasury of Dragons p. 175
Fizban's Treasury of Dragons p. 178,FTD,2,Fizban's Treasury of Dragons p. 178
Fizban's Treasury of Dragons p. 189,FTD,2,Fizban's Treasury of Dragons p. 189
Fizban's Treasury of Dragons p. 192,FTD,2,Fizban's Treasury of Dragons p. 192
Fizban's Treasury of Dragons p. 185,FTD,2,Fizban's Treasury of Dragons p. 185
Fizban's Treasury of Dragons p. 193,FTD,2,Fizban's Treasury of Dragons p. 193
Fizban's Treasury of Dragons p. 197,FTD,2,Fizban's Treasury of Dragons p. 197
Fizban's Treasury of Dragons p. 204,FTD,2,Fizban's Treasury of Dragons p. 204
Fizban's Treasury of Dragons p. 205,FTD,2,Fizban's Treasury of Dragons p. 205
Fizban's Treasury of Dragons p. 210,FTD,2,Fizban's Treasury of Dragons p. 210
Fizban's Treasury of Dragons p. 213,FTD,2,Fizban's Treasury of Dragons p. 213
Fizban's Treasury of Dragons p. 216,FTD,2,Fizban's Treasury of Dragons p. 216
Fizban's Treasury of Dragons p. 223,FTD,2,Fizban's Treasury of Dragons p. 223
Strixhaven: A Curriculum of Chaos p. 190,SCC,2,Strixhaven: A Curriculum of Chaos p. 190
Strixhaven: A Curriculum of Chaos p. 197,SCC,2,Strixhaven: A Curriculum of Chaos p. 197
Strixhaven: A Curriculum of Chaos p. 198,SCC,2,Strixhaven: A Curriculum of Chaos p. 198
Strixhaven: A Curriculum of Chaos p. 205,SCC,2,Strixhaven: A Curriculum of Chaos p. 205
Strixhaven: A Curriculum of Chaos p. 206,SCC,2,Strixhaven: A Curriculum of Chaos p. 206
Strixhaven: A Curriculum of Chaos p. 208,SCC,2,Strixhaven: A Curriculum of Chaos p. 208
Strixhaven: A Curriculum of Chaos p. 209,SCC,2,Strixhaven: A Curriculum of Chaos p. 209
Strixhaven: A Curriculum of Chaos p. 214,SCC,2,Strixhaven: A Curriculum of Chaos p. 214
Strixhaven: A Curriculum of Chaos p. 215,SCC,2,Strixhaven: A Curriculum of Chaos p. 215
Strixhaven: A Curriculum of Chaos p. 223,SCC,2,Strixhaven: A Curriculum of Chaos p. 223
Critical Role: Call of the Netherdeep p. 190,CR:CN,2,Critical Role: Call of the Netherdeep p. 190
Critical Role: Call of the Netherdeep p. 28,CR:CN,2,Critical Role: Call of the Netherdeep p. 28
Critical Role: Call of the Netherdeep p. 203,CR:CN,2,Critical Role: Call of the Netherdeep p. 203
Critical Role: Call of the Netherdeep p. 193,CR:CN,2,Critical Role: Call of the Netherdeep p. 193
Critical Role: Call of the Netherdeep p. 81,CR:CN,2,Critical Role: Call of the Netherdeep p. 81
Critical Role: Call of the Netherdeep p. 189,CR:CN,2,Critical Role: Call of the Netherdeep p. 189
Critical Role: Call of the Netherdeep p. 194,CR:CN,2,Critical Role: Call of the Netherdeep p. 194
Critical Role: Call of the Netherdeep p. 202,CR:CN,2,Critical Role: Call of the Netherdeep p. 202
Critical Role: Call of the Netherdeep p. 205,CR:CN,2,Critical Role: Call of the Netherdeep p. 205
Critical Role: Call of the Netherdeep p. 206,CR:CN,2,Critical Role: Call of the Netherdeep p. 206
Critical Role: Call of the Netherdeep p. 127,CR:CN,2,Critical Role: Call of the Netherdeep p. 127
Critical Role: Call of the Netherdeep p. 210,CR:CN,2,Critical Role: Call of the Netherdeep p. 210
Journeys through the Radiant Citadel p. 105,JRC,2,Journeys through the Radiant Citadel p. 105
Journeys through the Radiant Citadel p. 72,JRC,2,Journeys through the Radiant Citadel p. 72
Journeys through the Radiant Citadel p. 138,JRC,2,Journeys through the Radiant Citadel p. 138
Journeys through the Radiant Citadel p. 136,JRC,2,Journeys through the Radiant Citadel p. 136
Journeys through the Radiant Citadel p. 177,JRC,2,Journeys through the Radiant Citadel p. 177
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 9,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 9
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 12,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 12
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 56,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 56
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 25,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 25
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 29,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 29
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 35,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 35
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 41,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 41
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 43,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 43
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 45,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 45
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 53,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 53
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 55,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 55
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 57,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 57
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 58,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 58
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 61,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 61
Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 63,SAS,2,Spelljammer: Adventures in Space - Boo's Astral Menagerie p. 63
Dragonlance: Shadow of the Dragon Queen p. 210,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 210
Dragonlance: Shadow of the Dragon Queen p. 198,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 198
Dragonlance: Shadow of the Dragon Queen p. 201,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 201
Dragonlance: Shadow of the Dragon Queen p. 200,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 200
Dragonlance: Shadow of the Dragon Queen p. 195,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 195
Dragonlance: Shadow of the Dragon Queen p. 202,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 202
Dragonlance: Shadow of the Dragon Queen p. 208,D:SDQ,2,Dragonlance: Shadow of the Dragon Queen p. 208
Keys from the Golden Vault p. 157,KGV,2,Keys from the Golden Vault p. 157
Keys from the Golden Vault p. 24,KGV,2,Keys from the Golden Vault p. 24
Keys from the Golden Vault p. 53,KGV,2,Keys from the Golden Vault p. 53
Bigby Presents: Glory of the Giants p. 129,BP:GOG,2,Bigby Presents: Glory of the Giants p. 129
Bigby Presents: Glory of the Giants p. 135,BP:GOG,2,Bigby Presents: Glory of the Giants p. 135
Bigby Presents: Glory of the Giants p. 137,BP:GOG,2,Bigby Presents: Glory of the Giants p. 137
Bigby Presents: Glory of the Giants p. 153,BP:GOG,2,Bigby Presents: Glory of the Giants p. 153
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 54,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 54,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 22,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 22,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 44,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 44,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 56,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 56,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 33,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 33,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 31,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 31,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 58,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 58,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 59,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 59,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 60,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 60,"
"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 40,",PS:AiM,2,"Planescape: Adventures in the Multiverse - Morte's Planar Parade p. 40,"
